Date,Time,pH,NTU,Temperature(C)
20/04/2025,19:53:22,7.03,100,32.13
20/04/2025,19:53:24,7.02,100,32.13
20/04/2025,19:53:25,7.02,100,32.13
20/04/2025,19:53:27,7.02,100,32.13
20/04/2025,19:53:28,7.02,100,32.13
20/04/2025,19:53:30,7.02,100,32.13
20/04/2025,19:53:32,7.02,100,32.13
20/04/2025,19:53:33,7.01,100,32.13
20/04/2025,19:53:35,7.01,100,32.06
20/04/2025,19:53:37,7.02,100,32.13
20/04/2025,19:53:38,7.01,100,32.13
20/04/2025,19:53:40,7.02,100,32.13
20/04/2025,19:53:41,7.02,100,32.13
20/04/2025,19:53:43,7.01,100,32.06
20/04/2025,19:53:45,7.02,100,32.06
20/04/2025,19:53:46,7.01,100,32.13
20/04/2025,19:53:48,7.01,100,32.13
20/04/2025,19:53:49,7.02,100,32.13
20/04/2025,19:53:51,7.01,100,32.06
20/04/2025,19:53:53,7.01,100,32.06
20/04/2025,19:53:54,7.01,100,32.06
20/04/2025,19:53:56,7.01,110,32.06
20/04/2025,19:53:58,7.02,100,32.06
20/04/2025,19:53:59,7.01,100,32.06
20/04/2025,19:54:01,7.01,100,32.06
20/04/2025,19:54:02,7.01,100,32.06
20/04/2025,19:54:04,7.01,100,32.06
20/04/2025,19:54:06,7.01,100,32.06
20/04/2025,19:54:07,7.01,100,32.13
20/04/2025,19:54:09,7.01,100,32.06
20/04/2025,19:54:10,7.01,100,32.06
20/04/2025,19:54:12,7.01,100,32.06
20/04/2025,19:54:14,7.01,100,32.06
20/04/2025,19:54:15,7.01,100,32.06
20/04/2025,19:54:17,7.01,100,32.06
20/04/2025,19:54:18,7.01,100,32.13
20/04/2025,19:54:20,7.01,110,32.06
20/04/2025,19:54:22,7.01,100,32.06
20/04/2025,19:54:23,7.01,100,32.06
20/04/2025,19:54:25,7.01,110,32.06
20/04/2025,19:54:27,7.01,100,32.06
20/04/2025,19:54:28,7.01,110,32.06
20/04/2025,19:54:30,7.01,100,32.06
20/04/2025,19:54:31,7.01,110,32
20/04/2025,19:54:33,7.01,100,32.06
20/04/2025,19:54:35,7.01,100,32
20/04/2025,19:54:36,7.01,100,32.06
20/04/2025,19:54:38,7.01,100,32.06
20/04/2025,19:54:39,7,100,32.06
20/04/2025,19:54:41,7.01,100,32
20/04/2025,19:54:43,7.01,100,32.06
20/04/2025,19:54:44,7,100,32
20/04/2025,19:54:46,7,110,32
20/04/2025,19:54:47,7,100,32.06
20/04/2025,19:54:49,7,100,32.06
20/04/2025,19:54:51,7,100,32
20/04/2025,19:54:52,7,100,32
20/04/2025,19:54:54,7.01,100,32
20/04/2025,19:54:56,7,110,32
20/04/2025,19:54:57,7,110,32
20/04/2025,19:54:59,7.01,100,32
20/04/2025,19:55:00,7,100,32.06
20/04/2025,19:55:02,7,100,32
20/04/2025,19:55:04,7,110,32.06
20/04/2025,19:55:05,7,100,32
20/04/2025,19:55:07,7,100,32
20/04/2025,19:55:08,7,100,32
20/04/2025,19:55:10,7.01,100,32
20/04/2025,19:55:12,7,100,32
20/04/2025,19:55:13,7,100,32
20/04/2025,19:55:15,7,100,32
20/04/2025,19:55:17,7,110,32
20/04/2025,19:55:18,7,110,32
20/04/2025,19:55:20,7,110,32
20/04/2025,19:55:21,7,110,32
20/04/2025,19:55:23,6.99,110,32
20/04/2025,19:55:25,7,100,32
20/04/2025,19:55:26,6.99,100,32
20/04/2025,19:55:28,7,100,32
20/04/2025,19:55:29,6.99,100,32
20/04/2025,19:55:31,6.99,100,32
20/04/2025,19:55:33,6.99,100,32
20/04/2025,19:55:34,7,110,32
20/04/2025,19:55:36,6.99,110,32
20/04/2025,19:55:37,7,100,32
20/04/2025,19:55:39,7,100,32
20/04/2025,19:55:41,7,100,31.94
20/04/2025,19:55:42,7,100,32
20/04/2025,19:55:44,6.99,100,31.94
20/04/2025,19:55:46,6.99,100,32
20/04/2025,19:55:47,7,100,31.94
20/04/2025,19:55:49,7,110,31.94
20/04/2025,19:55:50,6.99,100,32
20/04/2025,19:55:52,6.99,100,31.94
20/04/2025,19:55:54,6.99,100,32
20/04/2025,19:55:55,6.99,100,31.94
20/04/2025,19:55:57,6.99,100,31.94
20/04/2025,19:55:58,7,100,31.94
20/04/2025,19:56:00,6.99,100,32
20/04/2025,19:56:02,7,100,31.94
20/04/2025,19:56:03,6.99,100,31.94
20/04/2025,19:56:05,6.99,100,31.94
20/04/2025,19:56:06,6.99,100,31.94
20/04/2025,19:56:08,6.99,100,31.94
20/04/2025,19:56:10,6.99,110,31.94
20/04/2025,19:56:11,6.99,110,31.94
20/04/2025,19:56:13,6.99,110,32
20/04/2025,19:56:15,6.99,110,31.94
20/04/2025,19:56:16,6.99,110,31.94
20/04/2025,19:56:18,6.99,100,31.94
20/04/2025,19:56:19,6.99,110,31.94
20/04/2025,19:56:21,6.99,110,31.94
20/04/2025,19:56:23,6.99,100,31.94
20/04/2025,19:56:24,6.99,100,31.94
20/04/2025,19:56:26,6.99,100,31.94
20/04/2025,19:56:27,6.99,100,31.87
20/04/2025,19:56:29,6.99,110,31.94
20/04/2025,19:56:31,6.98,110,31.87
20/04/2025,19:56:32,6.98,110,31.94
20/04/2025,19:56:34,6.99,110,31.94
20/04/2025,19:56:36,6.99,100,31.94
20/04/2025,19:56:37,6.98,100,31.94
20/04/2025,19:56:39,6.99,100,31.94
20/04/2025,19:56:40,6.98,100,31.94
20/04/2025,19:56:42,6.99,100,31.94
20/04/2025,19:56:44,6.98,100,31.94
20/04/2025,19:56:45,6.98,110,31.94
20/04/2025,19:56:47,6.98,100,31.94
20/04/2025,19:56:48,6.98,100,31.94
20/04/2025,19:56:50,6.98,100,31.94
20/04/2025,19:56:52,6.98,100,32
20/04/2025,19:56:53,6.99,100,31.94
20/04/2025,19:56:55,6.98,100,31.94
20/04/2025,19:56:56,6.98,100,31.94
20/04/2025,19:56:58,6.98,100,31.94
20/04/2025,19:57:00,6.98,100,31.94
20/04/2025,19:57:01,6.98,100,31.94
20/04/2025,19:57:03,6.98,100,32
20/04/2025,19:57:05,6.98,100,31.94
20/04/2025,19:57:06,6.98,110,31.94
20/04/2025,19:57:08,6.98,100,31.94
20/04/2025,19:57:09,6.99,100,31.87
20/04/2025,19:57:11,6.98,100,31.94
20/04/2025,19:57:13,6.98,100,31.94
20/04/2025,19:57:14,6.98,100,31.94
20/04/2025,19:57:16,6.98,100,31.94
20/04/2025,19:57:17,6.99,100,31.94
20/04/2025,19:57:19,6.98,100,31.94
20/04/2025,19:57:21,6.98,100,31.94
20/04/2025,19:57:22,6.98,110,31.94
20/04/2025,19:57:24,6.98,110,31.94
20/04/2025,19:57:25,6.98,110,31.94
20/04/2025,19:57:27,6.98,110,31.87
20/04/2025,19:57:29,6.98,100,31.94
20/04/2025,19:57:30,6.98,100,31.94
20/04/2025,19:57:32,6.98,100,31.94
20/04/2025,19:57:34,6.97,100,31.94
20/04/2025,19:57:35,6.98,100,31.94
20/04/2025,19:57:37,6.98,110,31.94
20/04/2025,19:57:38,6.97,100,31.87
20/04/2025,19:57:40,6.98,100,31.87
20/04/2025,19:57:42,6.98,100,31.94
20/04/2025,19:57:43,6.97,100,31.94
20/04/2025,19:57:45,6.98,100,31.94
20/04/2025,19:57:46,6.97,100,31.94
20/04/2025,19:57:48,6.98,100,31.94
20/04/2025,19:57:50,6.97,100,31.87
20/04/2025,19:57:51,6.97,100,31.87
20/04/2025,19:57:53,6.97,100,31.87
20/04/2025,19:57:54,6.98,100,31.87
20/04/2025,19:57:56,6.97,100,31.87
20/04/2025,19:57:58,6.98,100,31.87
20/04/2025,19:57:59,6.97,110,31.87
20/04/2025,19:58:01,6.97,110,31.87
20/04/2025,19:58:03,6.97,100,31.87
20/04/2025,19:58:04,6.97,110,31.87
20/04/2025,19:58:06,6.98,110,31.87
20/04/2025,19:58:07,6.97,100,31.87
20/04/2025,19:58:09,6.97,100,31.87
20/04/2025,19:58:11,6.97,110,31.94
20/04/2025,19:58:12,6.98,100,31.87
20/04/2025,19:58:14,6.98,100,31.94
20/04/2025,19:58:15,6.98,100,31.87
20/04/2025,19:58:17,6.98,100,31.87
20/04/2025,19:58:19,6.97,100,31.87
20/04/2025,19:58:20,6.97,100,31.87
20/04/2025,19:58:22,6.98,100,31.87
20/04/2025,19:58:24,6.98,100,31.87
20/04/2025,19:58:25,6.97,100,31.87
20/04/2025,19:58:27,6.97,100,31.81
20/04/2025,19:58:28,6.97,100,31.87
20/04/2025,19:58:30,6.97,100,31.87
20/04/2025,19:58:32,6.97,100,31.87
20/04/2025,19:58:33,6.97,100,31.81
20/04/2025,19:58:35,6.97,100,31.87
20/04/2025,19:58:36,6.97,100,31.87
20/04/2025,19:58:38,6.97,100,31.81
20/04/2025,19:58:40,6.97,100,31.81
20/04/2025,19:58:41,6.97,100,31.87
20/04/2025,19:58:43,6.97,100,31.81
20/04/2025,19:58:44,6.97,100,31.87
20/04/2025,19:58:46,6.97,100,31.87
20/04/2025,19:58:48,6.97,100,31.87
20/04/2025,19:58:49,6.97,100,31.87
20/04/2025,19:58:51,6.96,100,31.87
20/04/2025,19:58:53,6.96,100,31.87
20/04/2025,19:58:54,6.97,100,31.87
20/04/2025,19:58:56,6.97,100,31.81
20/04/2025,19:58:57,6.97,100,31.87
20/04/2025,19:58:59,6.96,110,31.87
20/04/2025,19:59:01,6.97,110,31.81
20/04/2025,19:59:02,6.97,100,31.81
20/04/2025,19:59:04,6.97,100,31.87
20/04/2025,19:59:05,6.97,100,31.81
20/04/2025,19:59:07,6.96,100,31.81
20/04/2025,19:59:09,6.97,100,31.81
20/04/2025,19:59:10,6.97,100,31.81
20/04/2025,19:59:12,6.96,100,31.81
20/04/2025,19:59:13,6.96,100,31.81
20/04/2025,19:59:15,6.96,100,31.81
20/04/2025,19:59:17,6.96,100,31.81
20/04/2025,19:59:18,6.96,100,31.81
20/04/2025,19:59:20,6.97,100,31.81
20/04/2025,19:59:22,6.96,100,31.81
20/04/2025,19:59:23,6.96,100,31.81
20/04/2025,19:59:25,6.97,100,31.75
20/04/2025,19:59:26,6.96,100,31.81
20/04/2025,19:59:28,6.96,100,31.81
20/04/2025,19:59:30,6.96,100,31.87
20/04/2025,19:59:31,6.96,100,31.81
20/04/2025,19:59:33,6.96,100,31.81
20/04/2025,19:59:34,6.95,100,31.81
20/04/2025,19:59:36,6.96,100,31.87
20/04/2025,19:59:38,6.96,100,31.81
20/04/2025,19:59:39,6.96,100,31.81
20/04/2025,19:59:41,6.95,100,31.81
20/04/2025,19:59:43,6.96,100,31.81
20/04/2025,19:59:44,6.96,100,31.81
20/04/2025,19:59:46,6.97,100,31.81
20/04/2025,19:59:47,6.96,100,31.81
20/04/2025,19:59:49,6.96,100,31.81
20/04/2025,19:59:51,6.96,100,31.81
20/04/2025,19:59:52,6.96,100,31.81
20/04/2025,19:59:54,6.96,100,31.81
20/04/2025,19:59:55,6.96,100,31.81
20/04/2025,19:59:57,6.96,100,31.81
20/04/2025,19:59:59,6.95,100,31.81
20/04/2025,20:00:00,6.96,100,31.75
20/04/2025,20:00:02,6.96,100,31.75
20/04/2025,20:00:03,6.96,100,31.75
20/04/2025,20:00:05,6.96,100,31.81
20/04/2025,20:00:07,6.96,100,31.75
20/04/2025,20:00:08,6.96,100,31.81
20/04/2025,20:00:10,6.96,100,31.75
20/04/2025,20:00:12,6.96,100,31.75
20/04/2025,20:00:13,6.96,100,31.81
20/04/2025,20:00:15,6.95,100,31.81
20/04/2025,20:00:16,6.96,100,31.81
20/04/2025,20:00:18,6.95,100,31.81
20/04/2025,20:00:20,6.96,100,31.81
20/04/2025,20:00:21,6.96,100,31.81
20/04/2025,20:00:23,6.96,100,31.81
20/04/2025,20:00:24,6.96,100,31.81
20/04/2025,20:00:26,6.96,100,31.81
20/04/2025,20:00:28,6.95,100,31.81
20/04/2025,20:00:29,6.95,100,31.81
20/04/2025,20:00:31,6.95,100,31.75
20/04/2025,20:00:32,6.95,100,31.75
20/04/2025,20:00:34,6.96,100,31.75
20/04/2025,20:00:36,6.95,100,31.75
20/04/2025,20:00:37,6.95,100,31.81
20/04/2025,20:00:39,6.95,100,31.75
20/04/2025,20:00:41,6.95,100,31.81
20/04/2025,20:00:42,6.95,100,31.81
20/04/2025,20:00:44,6.95,100,31.81
20/04/2025,20:00:45,6.95,100,31.75
20/04/2025,20:00:47,6.96,100,31.75
20/04/2025,20:00:49,6.95,100,31.75
20/04/2025,20:00:50,6.95,100,31.75
20/04/2025,20:00:52,6.95,100,31.75
20/04/2025,20:00:53,6.95,100,31.75
20/04/2025,20:00:55,6.95,100,31.75
20/04/2025,20:00:57,6.95,100,31.75
20/04/2025,20:00:58,6.95,100,31.75
20/04/2025,20:01:00,6.95,100,31.75
20/04/2025,20:01:02,6.95,100,31.75
20/04/2025,20:01:03,6.95,100,31.75
20/04/2025,20:01:05,6.95,100,31.75
20/04/2025,20:01:06,6.95,100,31.75
20/04/2025,20:01:08,6.95,100,31.75
20/04/2025,20:01:10,6.95,100,31.75
20/04/2025,20:01:11,6.94,100,31.75
20/04/2025,20:01:13,6.94,100,31.75
20/04/2025,20:01:14,6.95,100,31.75
20/04/2025,20:01:16,6.95,100,31.75
20/04/2025,20:01:18,6.95,100,31.75
20/04/2025,20:01:19,6.95,100,31.69
20/04/2025,20:01:21,6.95,100,31.69
20/04/2025,20:01:22,6.94,100,31.75
20/04/2025,20:01:24,6.95,100,31.75
20/04/2025,20:01:26,6.95,100,31.75
20/04/2025,20:01:27,6.95,100,31.75
20/04/2025,20:01:29,6.95,100,31.75
20/04/2025,20:01:31,6.94,100,31.75
20/04/2025,20:01:32,6.95,100,31.75
20/04/2025,20:01:34,6.95,100,31.69
20/04/2025,20:01:35,6.94,100,31.75
20/04/2025,20:01:37,6.95,100,31.75
20/04/2025,20:01:39,6.94,100,31.75
20/04/2025,20:01:40,6.94,100,31.75
20/04/2025,20:01:42,6.94,100,31.75
20/04/2025,20:01:43,6.95,100,31.75
20/04/2025,20:01:45,6.94,100,31.75
20/04/2025,20:01:47,6.94,100,31.75
20/04/2025,20:01:48,6.94,100,31.75
20/04/2025,20:01:50,6.94,100,31.75
20/04/2025,20:01:51,6.94,100,31.75
20/04/2025,20:01:53,6.94,100,31.75
20/04/2025,20:01:55,6.94,100,31.75
20/04/2025,20:01:56,6.94,100,31.75
20/04/2025,20:01:58,6.95,100,31.75
20/04/2025,20:02:00,6.94,100,31.75
20/04/2025,20:02:01,6.94,100,31.75
20/04/2025,20:02:03,6.94,100,31.75
20/04/2025,20:02:04,6.94,100,31.75
20/04/2025,20:02:06,6.94,100,31.69
20/04/2025,20:02:08,6.94,100,31.69
20/04/2025,20:02:09,6.94,100,31.69
20/04/2025,20:02:11,6.94,100,31.69
20/04/2025,20:02:12,6.94,100,31.69
20/04/2025,20:02:14,6.94,100,31.69
20/04/2025,20:02:16,6.93,100,31.69
20/04/2025,20:02:17,6.95,100,31.69
20/04/2025,20:02:19,6.93,100,31.69
20/04/2025,20:02:21,6.95,100,31.75
20/04/2025,20:02:22,6.94,100,31.75
20/04/2025,20:02:24,6.94,100,31.75
20/04/2025,20:02:25,6.94,100,31.75
20/04/2025,20:02:27,6.94,100,31.69
20/04/2025,20:02:29,6.94,100,31.75
20/04/2025,20:02:30,6.94,100,31.75
20/04/2025,20:02:32,6.94,100,31.69
20/04/2025,20:02:33,6.94,100,31.69
20/04/2025,20:02:35,6.94,100,31.69
20/04/2025,20:02:37,6.94,100,31.75
20/04/2025,20:02:38,6.94,100,31.69
20/04/2025,20:02:40,6.94,100,31.75
20/04/2025,20:02:41,6.94,110,31.75
20/04/2025,20:02:43,6.94,110,31.69
20/04/2025,20:02:45,6.93,100,31.75
20/04/2025,20:02:46,6.94,100,31.69
20/04/2025,20:02:48,6.93,100,31.69
20/04/2025,20:02:50,6.94,100,31.69
20/04/2025,20:02:51,6.94,100,31.75
20/04/2025,20:02:53,6.94,100,31.69
20/04/2025,20:02:54,6.94,100,31.69
20/04/2025,20:02:56,6.94,100,31.69
20/04/2025,20:02:58,6.94,100,31.69
20/04/2025,20:02:59,6.94,100,31.69
20/04/2025,20:03:01,6.94,100,31.69
20/04/2025,20:03:02,6.93,100,31.69
20/04/2025,20:03:04,6.94,100,31.69
20/04/2025,20:03:06,6.94,100,31.69
20/04/2025,20:03:07,6.93,100,31.75
20/04/2025,20:03:09,6.93,100,31.69
20/04/2025,20:03:10,6.93,100,31.69
20/04/2025,20:03:12,6.93,100,31.69
20/04/2025,20:03:14,6.93,100,31.62
20/04/2025,20:03:15,6.93,100,31.75
20/04/2025,20:03:17,6.93,100,31.69
20/04/2025,20:03:19,6.93,100,31.69
20/04/2025,20:03:20,6.93,100,31.69
20/04/2025,20:03:22,6.93,100,31.69
20/04/2025,20:03:23,6.94,100,31.69
20/04/2025,20:03:25,6.93,100,31.69
20/04/2025,20:03:27,6.93,100,31.69
20/04/2025,20:03:28,6.93,100,31.69
20/04/2025,20:03:30,6.94,100,31.69
20/04/2025,20:03:31,6.93,100,31.69
20/04/2025,20:03:33,6.93,100,31.69
20/04/2025,20:03:35,6.94,100,31.69
20/04/2025,20:03:36,6.93,100,31.69
20/04/2025,20:03:38,6.94,100,31.69
20/04/2025,20:03:40,6.93,100,31.69
20/04/2025,20:03:41,6.94,100,31.69
20/04/2025,20:03:43,6.93,100,31.69
20/04/2025,20:03:44,6.93,100,31.69
20/04/2025,20:03:46,6.93,100,31.69
20/04/2025,20:03:48,6.93,100,31.62
20/04/2025,20:03:49,6.94,100,31.69
20/04/2025,20:03:51,6.93,100,31.69
20/04/2025,20:03:52,6.93,100,31.69
20/04/2025,20:03:54,6.94,100,31.69
20/04/2025,20:03:56,6.93,100,31.69
20/04/2025,20:03:57,6.93,100,31.69
20/04/2025,20:03:59,6.93,100,31.69
20/04/2025,20:04:00,6.93,100,31.69
20/04/2025,20:04:02,6.93,100,31.69
20/04/2025,20:04:04,6.93,100,31.69
20/04/2025,20:04:05,6.93,100,31.62
20/04/2025,20:04:07,6.93,100,31.62
20/04/2025,20:04:09,6.93,100,31.69
20/04/2025,20:04:10,6.93,100,31.69
20/04/2025,20:04:12,6.93,100,31.69
20/04/2025,20:04:13,6.93,100,31.69
20/04/2025,20:04:15,6.93,100,31.69
20/04/2025,20:04:17,6.93,100,31.69
20/04/2025,20:04:18,6.94,100,31.69
20/04/2025,20:04:20,6.92,100,31.69
20/04/2025,20:04:21,6.93,100,31.69
20/04/2025,20:04:23,6.93,100,31.69
20/04/2025,20:04:25,6.93,100,31.69
20/04/2025,20:04:26,6.94,100,31.69
20/04/2025,20:04:28,6.93,100,31.69
20/04/2025,20:04:29,6.93,100,31.69
20/04/2025,20:04:31,6.93,100,31.62
20/04/2025,20:04:33,6.93,100,31.69
20/04/2025,20:04:34,6.93,100,31.62
20/04/2025,20:04:36,6.93,100,31.62
20/04/2025,20:04:38,6.93,100,31.69
20/04/2025,20:04:39,6.93,100,31.69
20/04/2025,20:04:41,6.94,100,31.69
20/04/2025,20:04:42,6.93,100,31.62
20/04/2025,20:04:44,6.93,100,31.69
20/04/2025,20:04:46,6.93,100,31.69
20/04/2025,20:04:47,6.93,100,31.69
20/04/2025,20:04:49,6.93,100,31.69
20/04/2025,20:04:50,6.93,100,31.69
20/04/2025,20:04:52,6.93,100,31.69
20/04/2025,20:04:54,6.93,100,31.69
20/04/2025,20:04:55,6.93,100,31.69
20/04/2025,20:04:57,6.93,100,31.69
20/04/2025,20:04:59,6.93,100,31.69
20/04/2025,20:05:00,6.93,100,31.69
20/04/2025,20:05:02,6.93,100,31.69
20/04/2025,20:05:03,6.93,100,31.62
20/04/2025,20:05:05,6.93,100,31.69
20/04/2025,20:05:07,6.93,100,31.69
20/04/2025,20:05:08,6.93,100,31.62
20/04/2025,20:05:10,6.94,100,31.62
20/04/2025,20:05:11,6.93,100,31.62
20/04/2025,20:05:13,6.94,100,31.62
20/04/2025,20:05:15,6.93,100,31.62
20/04/2025,20:05:16,6.93,100,31.62
20/04/2025,20:05:18,6.93,100,31.62
20/04/2025,20:05:19,6.94,100,31.62
20/04/2025,20:05:21,6.93,100,31.69
20/04/2025,20:05:23,6.93,100,31.69
20/04/2025,20:05:24,6.94,100,31.62
20/04/2025,20:05:26,6.93,100,31.62
20/04/2025,20:05:28,6.93,100,31.69
20/04/2025,20:05:29,6.93,100,31.62
20/04/2025,20:05:31,6.93,100,31.62
20/04/2025,20:05:32,6.93,100,31.62
20/04/2025,20:05:34,6.93,100,31.62
20/04/2025,20:05:36,6.93,100,31.62
20/04/2025,20:05:37,6.94,100,31.62
20/04/2025,20:05:39,6.93,100,31.69
20/04/2025,20:05:40,6.93,100,31.62
20/04/2025,20:05:42,6.94,100,31.69
20/04/2025,20:05:44,6.93,100,31.62
20/04/2025,20:05:45,6.93,100,31.62
20/04/2025,20:05:47,6.93,100,31.62
20/04/2025,20:05:48,6.93,100,31.69
20/04/2025,20:05:50,6.93,100,31.62
20/04/2025,20:05:52,6.93,100,31.62
20/04/2025,20:05:53,6.93,100,31.62
20/04/2025,20:05:55,6.93,100,31.62
20/04/2025,20:05:57,6.94,100,31.62
20/04/2025,20:05:58,6.93,100,31.62
20/04/2025,20:06:00,6.93,100,31.62
20/04/2025,20:06:01,6.94,100,31.69
20/04/2025,20:06:03,6.94,100,31.62
20/04/2025,20:06:05,6.93,100,31.62
20/04/2025,20:06:06,6.93,100,31.62
20/04/2025,20:06:08,6.93,100,31.62
20/04/2025,20:06:09,6.94,100,31.62
20/04/2025,20:06:11,6.93,100,31.69
20/04/2025,20:06:13,6.93,100,31.62
20/04/2025,20:06:14,6.93,100,31.69
20/04/2025,20:06:16,6.93,100,31.62
20/04/2025,20:06:18,6.93,100,31.62
20/04/2025,20:06:19,6.94,100,31.62
20/04/2025,20:06:21,6.94,100,31.62
20/04/2025,20:06:22,6.94,100,31.62
20/04/2025,20:06:24,6.94,100,31.62
20/04/2025,20:06:26,6.93,100,31.62
20/04/2025,20:06:27,6.94,100,31.62
20/04/2025,20:06:29,6.93,100,31.62
20/04/2025,20:06:30,6.93,100,31.62
20/04/2025,20:06:32,6.94,100,31.62
20/04/2025,20:06:34,6.94,100,31.62
20/04/2025,20:06:35,6.94,100,31.62
20/04/2025,20:06:37,6.93,100,31.62
20/04/2025,20:06:38,6.93,100,31.62
20/04/2025,20:06:40,6.93,100,31.62
20/04/2025,20:06:42,6.94,100,31.62
20/04/2025,20:06:43,6.94,100,31.62
20/04/2025,20:06:45,6.93,100,31.69
20/04/2025,20:06:47,6.93,100,31.69
20/04/2025,20:06:48,6.93,100,31.62
20/04/2025,20:06:50,6.93,100,31.62
20/04/2025,20:06:51,6.94,100,31.62
20/04/2025,20:06:53,6.94,100,31.62
20/04/2025,20:06:55,6.93,100,31.62
20/04/2025,20:06:56,6.93,100,31.69
20/04/2025,20:06:58,6.94,100,31.69
20/04/2025,20:06:59,6.93,100,31.62
20/04/2025,20:07:01,6.93,100,31.62
20/04/2025,20:07:03,6.93,100,31.69
20/04/2025,20:07:04,6.94,100,31.62
20/04/2025,20:07:06,6.93,100,31.69
20/04/2025,20:07:07,6.93,100,31.69
20/04/2025,20:07:09,6.93,100,31.62
20/04/2025,20:07:11,6.94,100,31.69
20/04/2025,20:07:12,6.94,100,31.62
20/04/2025,20:07:14,6.93,100,31.62
20/04/2025,20:07:16,6.93,100,31.62
20/04/2025,20:07:17,6.94,100,31.62
20/04/2025,20:07:19,6.94,100,31.62
20/04/2025,20:07:20,6.93,100,31.69
20/04/2025,20:07:22,6.94,100,31.69
20/04/2025,20:07:24,6.94,100,31.69
20/04/2025,20:07:25,6.93,100,31.69
20/04/2025,20:07:27,6.94,100,31.69
20/04/2025,20:07:28,6.93,100,31.69
20/04/2025,20:07:30,6.93,100,31.69
20/04/2025,20:07:32,6.93,100,31.69
20/04/2025,20:07:33,6.94,100,31.62
20/04/2025,20:07:35,6.93,100,31.62
20/04/2025,20:07:36,6.93,100,31.62
20/04/2025,20:07:38,6.94,100,31.62
20/04/2025,20:07:40,6.93,100,31.62
20/04/2025,20:07:41,6.94,100,31.62
20/04/2025,20:07:43,6.93,100,31.69
20/04/2025,20:07:45,6.93,100,31.62
20/04/2025,20:07:46,6.94,100,31.69
20/04/2025,20:07:48,6.94,100,31.62
20/04/2025,20:07:49,6.94,100,31.62
20/04/2025,20:07:51,6.94,100,31.62
20/04/2025,20:07:53,6.93,100,31.62
20/04/2025,20:07:54,6.94,100,31.62
20/04/2025,20:07:56,6.93,100,31.69
20/04/2025,20:07:57,6.93,100,31.62
20/04/2025,20:07:59,6.94,100,31.62
20/04/2025,20:08:01,6.94,100,31.62
20/04/2025,20:08:02,6.93,100,31.62
20/04/2025,20:08:04,6.94,100,31.62
20/04/2025,20:08:06,6.94,100,31.62
20/04/2025,20:08:07,6.93,100,31.62
